Mkt-RF,SMB,HML,RF
-0.73,0.75,0.35,0.023
-0.05,0.45,0.07,0.023
0.68,0.36,-0.24,0.023
-0.26,0.38,-0.02,0.023
-0.17,0.28,-0.08,0.023
0.09,0.42,-0.07,0.023
1.12,-0.1,-0.64,0.023
0.83,0.18,-0.47,0.023
0.59,-0.15,-0.31,0.023
0.67,0.03,-0.25,0.023
0.29,0.27,0.14,0.023
-0.75,0.61,0.45,0.023
-0.44,0.46,0.14,0.023
0.83,-0.32,-0.23,0.023
-0.85,0.17,0.38,0.023
-0.98,-0.09,0.4,0.023
-0.18,0.36,-0.03,0.023
-0.16,0.27,-0.12,0.023
0.23,-0.02,-0.05,0.023
0.4,-0.1,0.08,0.023
0.11,0.03,-0.09,0.024
0.74,-0.03,-0.27,0.024
1.6,-0.55,-0.61,0.024
0.43,0.01,0.12,0.024
-0.14,0.34,0.13,0.024
0.21,0.5,0.15,0.024
-0.14,0.69,-0.03,0.024
-0.28,0.29,0.11,0.024
0.08,0.16,-0.17,0.024
-0.06,0.53,0,0.024
-0.96,0.44,0.08,0.024
-0.85,0.24,0.24,0.024
-0.19,-0.42,0.03,0.024
-0.95,0.04,0.44,0.024
-0.65,-0.52,0.16,0.024
0.21,-0.08,0.13,0.024
-0.28,0.46,0.21,0.024
-1.27,-0.18,0.39,0.024
0.21,-0.61,-0.34,0.024
0.37,-0.06,-0.05,0.024
0.21,0.27,-0.02,0.024
-0.07,0.17,-0.03,0.024
-0.31,0.29,0.05,0.028
-0.87,-0.02,0.03,0.028
-0.03,-0.37,-0.19,0.028
0.57,-0.04,-0.06,0.028
0.34,-0.18,-0.21,0.028
0.6,-0.27,0.08,0.028
0.35,0,-0.02,0.028
0.02,0.18,0.14,0.028
1.23,-0.31,-0.56,0.028
0.23,0.19,-0.1,0.028
-0.78,0.44,0.32,0.028
1.1,-0.39,-0.1,0.028
0,0.62,-0.05,0.028
-0.32,0.2,0.24,0.028
-0.1,0.03,-0.1,0.028
0.68,-0.41,0,0.028
0.6,0.09,-0.33,0.028
0.52,0.23,0.08,0.028
0.46,0.08,0.05,0.028
0.71,-0.09,-0.22,0.028
0.12,-0.01,0,0.024
2.13,-0.81,-0.63,0.024
0.43,-0.32,0.07,0.024
0.43,-0.17,0.11,0.024
-0.17,0.62,-0.13,0.024
0.48,0.13,-0.34,0.024
0.52,0.47,-0.21,0.024
-0.59,0.65,0.27,0.024
0.32,0.26,0.17,0.024
0.09,0.33,0.16,0.024
-0.14,0.09,0.16,0.024
0.72,0.21,-0.41,0.024
0.56,0.4,-0.24,0.024
-0.23,0.5,0.17,0.024
-0.8,0.07,0.33,0.024
0.29,0.05,-0.19,0.024
0.61,0.22,-0.37,0.024
0.27,0.53,0.16,0.024
0.05,0.51,-0.03,0.024
-0.72,0.39,0.22,0.024
-0.58,0.26,0.22,0.024
0.15,0.25,-0.15,0.024
-0.2,0.17,-0.02,0.024
0.4,-0.21,0.06,0.031
0.53,-0.47,-0.14,0.031
0.84,0.03,-0.17,0.031
0.12,0.42,0.03,0.031
1.25,-0.2,-0.15,0.031
0.21,0.39,0.11,0.031
0.07,0.11,-0.01,0.031
-0.55,0.5,0.28,0.031
-1.06,0.26,0.41,0.031
-0.95,0.08,0.19,0.031
-1.07,-0.35,0.28,0.031
-0.75,-0.55,0.34,0.031
-0.94,-0.61,0.4,0.031
-0.04,-0.42,-0.01,0.031
0.03,0.3,-0.05,0.031
-0.03,-0.04,0.12,0.031
0.69,0.02,-0.1,0.031
-0.87,0.28,0.26,0.031
0.21,-0.14,0.04,0.031
0.49,0.07,-0.03,0.031
0.32,-0.1,-0.04,0.031
-0.31,0.02,0.13,0.031
0.38,-0.48,0.05,0.031
0.22,0.19,0.08,0.031
0.23,0.16,-0.07,0.031
0.92,-0.36,-0.19,0.031
-0.14,0.25,0.05,0.031
0.86,-0.69,-0.32,0.031
-0.47,0.67,0.06,0.031
-0.29,0.21,0.09,0.031
-1.82,0.13,0.38,0.031
-1.71,-1.32,0.11,0.031
-0.99,-0.85,0.1,0.031
-1.32,-0.4,0.38,0.031
-1.79,-1.99,0.09,0.031
-0.25,-1.45,-0.18,0.031
-0.58,0.38,0.35,0.031
-0.22,0.23,0.01,0.031
-1.73,-1.76,0.64,0.031
-1.97,-1.61,-0.04,0.031
0,-3.07,-0.76,0.031
-1.81,0.24,0.75,0.031
4.12,0.71,-1.67,0.033
-0.92,1.21,0.25,0.033
0.56,0.35,-0.14,0.033
-0.8,0.71,0.36,0.033
-1.58,-0.93,0.53,0.033
0.43,-0.39,-0.56,0.033
0.14,0.51,-0.03,0.033
0.49,0.39,0.02,0.033
-1.67,-0.08,0.42,0.033
-1.02,-1.36,0.2,0.033
0.29,0.26,-0.23,0.033
1.01,-0.42,-0.48,0.033
0.95,0.59,-0.34,0.033
0.91,0.19,-0.22,0.033
-0.13,0.42,-0.03,0.033
0.59,0.32,-0.16,0.033
0.47,0.32,-0.22,0.033
0.25,0,-0.17,0.033
-0.8,0.27,0.35,0.033
-1.39,0.12,0.44,0.033
0.9,-0.2,-0.41,0.033
1.57,0.13,-0.7,0.039
0.01,0.28,-0.06,0.039
1.24,-0.17,-0.35,0.039
0.17,0.26,0.16,0.039
-0.39,0.37,-0.04,0.039
-0.43,0.22,0.43,0.039
0.43,-0.16,-0.31,0.039
-0.52,0.2,0.3,0.039
-0.59,0.17,0.02,0.039
-0.03,-0.07,0.03,0.039
-0.74,0.05,0.16,0.039
-2.23,-0.79,0.59,0.039
0.72,-0.31,-0.7,0.039
0.41,0.23,-0.34,0.039
0.05,0.35,-0.2,0.039
1.66,-0.17,-0.63,0.039
0.98,-0.37,-0.82,0.039
-0.84,0.2,0.33,0.039
-0.4,0.07,-0.16,0.039
-0.13,0.7,0.12,0.039
0.58,-0.18,0.44,0.035
1.12,0.36,-0.06,0.035
0.94,0.42,0,0.035
0.65,0.62,-0.02,0.035
-0.28,0.04,0.09,0.035
0.51,0.34,0.01,0.035
-0.55,0.32,0.21,0.035
0.42,-0.04,-0.37,0.035
0.75,0.36,-0.21,0.035
0.65,-0.11,-0.11,0.035
-1.13,0.24,0.58,0.035
-0.08,-0.22,0.23,0.035
0.4,0.49,0.06,0.035
-0.02,0.39,0.23,0.035
0.05,-0.12,-0.13,0.035
0.63,-0.03,0.14,0.035
-0.36,0.05,0.29,0.035
0.93,-0.31,-0.01,0.035
0.64,-0.07,0.07,0.035
-0.24,0.14,0.19,0.035
-0.35,0.24,0.21,0.035
-1.13,0.4,0.23,0.035
0.04,-0.18,-0.03,0.038
-0.33,0.47,0.06,0.038
-1.31,-0.08,0.27,0.038
-0.04,-0.18,0.2,0.038
-0.95,-0.35,0.25,0.038
0.52,0.15,-0.12,0.038
0.25,0.33,0.06,0.038
0.25,-0.2,-0.27,0.038
0.74,0.17,-0.09,0.038
-0.14,0.04,0.22,0.038
-0.07,0.28,-0.11,0.038
0.03,0.32,0.09,0.038
0.58,-0.27,-0.19,0.038
-0.28,0.23,0.2,0.038
-0.57,0.29,0.12,0.038
-0.57,0.17,0.13,0.038
-0.14,0.06,-0.04,0.038
-1.7,-0.55,0.48,0.038
0.09,-0.22,-0.08,0.038
0.67,-0.05,0.02,0.037
0.12,0.34,0.01,0.037
1.1,-0.31,-0.06,0.037
-0.23,0.14,0.63,0.037
0.64,0.1,0.16,0.037
1.01,-0.05,-0.06,0.037
0.03,0.09,0.05,0.037
0.15,0.15,-0.16,0.037
0.23,0.25,-0.1,0.037
-0.07,0.21,-0.04,0.037
0.17,0.05,0.15,0.037
0.74,0.01,-0.33,0.037
0.35,-0.05,-0.06,0.037
-0.53,0.29,0.04,0.037
0.66,-0.1,-0.36,0.037
0.4,0.11,-0.19,0.037
-0.02,0.5,0.07,0.037
-0.5,0.18,0.21,0.037
1.3,-0.49,-0.46,0.037
-0.36,0.4,0.11,0.037
-0.03,0.53,-0.26,0.037
-0.31,0.66,0,0.037
-0.68,0.24,0.14,0.04
1.34,-0.29,-0.16,0.04
0.3,0,0.08,0.04
0.55,-0.05,-0.15,0.04
-0.06,0.09,0.1,0.04
-0.3,0.16,0.06,0.04
0.45,-0.03,0.18,0.04
-0.9,0.39,0.41,0.04
-0.24,0.35,0.33,0.04
-0.87,0.01,0.11,0.04
-0.08,-0.11,0.04,0.04
0.49,0.31,-0.04,0.04
-0.38,0.36,-0.06,0.04
0.01,0.18,-0.13,0.04
0.3,0.01,-0.22,0.04
0.52,-0.02,-0.04,0.04
0.33,0.09,0.01,0.04
-0.47,0.36,0.26,0.04
-0.25,0.18,0.15,0.04
-0.07,-0.11,-0.03,0.04
-0.02,0.07,0.1,0.037
0.05,0.18,-0.08,0.037
0.02,0.12,-0.18,0.037
-0.97,0.2,0.24,0.037
-1.82,-0.82,0.33,0.037
-0.02,-0.73,-0.16,0.037
0.33,0.2,0.2,0.037
-0.89,0.11,0.2,0.037
0.12,0.03,0.03,0.037
-0.48,0.17,0.01,0.037
0.07,-0.06,0.22,0.037
0.22,-0.21,0.06,0.037
1.47,-0.45,0.06,0.037
0.08,0.38,-0.01,0.037
0.3,0.19,-0.17,0.037
0.46,0.01,-0.1,0.037
-0.39,0.51,0.05,0.037
0.13,0.16,0.05,0.037
0.29,0.25,0.05,0.037
-0.18,0.02,0.05,0.037
-0.94,-0.05,0.23,0.037
0.01,-0.08,0.13,0.037
0.1,0.17,-0.13,0.038
0.18,-0.05,0.31,0.038
1.18,-0.14,-0.38,0.038
0.66,-0.09,-0.25,0.038
0.57,-0.02,-0.04,0.038
-0.2,0.37,0.55,0.038
0.26,0.14,0.01,0.038
0.9,-0.07,0.15,0.038
-0.35,0.54,0.58,0.038
-0.19,-0.07,0.06,0.038
0.05,0.09,-0.13,0.038
-0.57,0.14,0.21,0.038
0.02,-0.04,0.28,0.038
0.14,0.36,0.13,0.038
0.39,0.14,-0.2,0.038
0.44,-0.12,-0.07,0.038
-0.52,-0.14,0.14,0.038
-0.44,0.06,0.19,0.038
0.56,-0.1,-0.08,0.038
0.54,-0.03,0.03,0.038
0.02,-0.07,-0.06,0.038
-0.91,-0.06,0.48,0.036
0.14,0.03,0.3,0.036
0.37,0.2,0.11,0.036
1.04,-0.29,-0.22,0.036
0.78,-0.41,0.23,0.036
-0.31,0.17,0.09,0.036
-0.6,0.4,0.19,0.036
-0.76,0.5,0.34,0.036
-0.34,0.13,0.11,0.036
0.41,-0.14,-0.01,0.036
-0.97,-0.1,0.5,0.036
-0.29,-0.32,-0.12,0.036
-0.01,0.51,0.14,0.036
0.25,0.04,-0.19,0.036
-0.29,0.11,-0.02,0.036
0.31,-0.01,-0.03,0.036
1.05,-0.26,-0.19,0.036
0.11,0.32,0.05,0.036
0.12,0.39,0.06,0.036
0.13,0.13,-0.11,0.036
0.59,-0.1,0.03,0.036
0.35,0.25,-0.16,0.033
0.05,0.35,-0.25,0.033
-0.08,0.03,0.14,0.033
0.2,-0.16,-0.16,0.033
1.17,-0.36,-0.52,0.033
0.33,0.06,-0.1,0.033
-0.29,0.44,0.11,0.033
0.8,-0.09,-0.53,0.033
0.86,-0.13,-0.24,0.033
0.15,0.17,0.29,0.033
0.69,0.12,-0.16,0.033
-0.2,0.08,0,0.033
0.24,-0.07,0.14,0.033
0.48,-0.12,-0.06,0.033
0.02,0.12,0,0.033
0.15,0.22,-0.01,0.033
-0.28,0.38,0.16,0.033
0,-0.1,0.23,0.033
0.53,-0.29,0.1,0.033
-0.1,0.17,-0.05,0.033
0.01,0.28,-0.1,0.033
-0.02,0.29,-0.11,0.033
0.31,0.27,-0.19,0.033
-1.61,0.14,0.35,0.043
-1.25,-0.78,0.2,0.043
0.47,0.28,-0.1,0.043
0.76,-0.13,0.18,0.043
0.47,-0.08,0.05,0.043
-0.68,0.16,0.05,0.043
0.31,0.1,-0.19,0.043
0.03,0.44,-0.5,0.043
0.91,0.01,-0.35,0.043
-0.11,-0.07,-0.2,0.043
-0.76,0.01,0,0.043
0.21,-0.06,-0.04,0.043
1.67,-1.24,-0.31,0.043
-0.05,0.22,0.02,0.043
-0.79,0.29,-0.14,0.043
0.01,-0.26,-0.15,0.043
0.22,0.1,0.01,0.043
0.1,0.1,0.01,0.043
-0.69,0.51,0.2,0.043
-0.58,0.34,-0.18,0.038
0.78,-0.29,-0.11,0.038
0.13,0.34,-0.18,0.038
0.56,0.04,0.02,0.038
0.85,-0.08,-0.07,0.038
-1.24,-0.03,-0.03,0.038
-3.44,-1.31,-0.01,0.038
-1.92,-2.69,-0.4,0.038
-0.02,0.73,0.01,0.038
-0.31,0.75,0.04,0.038
-1.23,-0.65,0.04,0.038
-0.21,0.02,0.11,0.038
0.3,0.26,-0.14,0.038
0.18,0.06,0,0.038
-2.09,-0.06,0.35,0.038
-1.43,-1.62,-0.37,0.038
-0.37,-0.05,-0.25,0.038
0.21,0.12,-0.12,0.038
-0.34,0.25,0.21,0.038
0.64,0.26,-0.23,0.038
0.16,0.03,-0.1,0.038
1.77,-0.51,-0.78,0.038
-0.62,0.56,0.16,0.038
0.79,-0.14,-0.18,0.047
0.17,0.28,-0.17,0.047
-0.68,0.11,-0.01,0.047
-0.61,0.21,0.09,0.047
-1.24,0.07,0.23,0.047
0.53,-0.11,-0.36,0.047
1.23,-0.06,-0.14,0.047
1.71,-0.78,-0.31,0.047
-0.36,0.31,0.24,0.047
0.37,0.12,-0.26,0.047
0.74,0.25,-0.48,0.047
-0.18,0.03,-0.05,0.047
0.41,0.04,-0.39,0.047
-0.48,0.48,-0.22,0.047
0.08,-0.22,-0.18,0.047
0.76,0.09,-0.29,0.047
2.11,-0.26,-0.41,0.047
-0.19,0.77,0.29,0.047
0.41,0.41,-0.35,0.047
0.07,0.52,-0.18,0.047
-0.49,0.54,0.06,0.047
-0.3,0.14,0.19,0.047
0.83,-0.19,-0.43,0.047
0.5,0.26,-0.38,0.047
0.69,0.21,-0.19,0.047
-0.35,0.67,-0.08,0.047
0.23,0.07,-0.05,0.047
-0.22,0.1,0.04,0.047
0.06,0.54,-0.34,0.047
0.14,0.24,-0.49,0.047
1.05,-0.19,-0.39,0.047
0.44,0.08,-0.23,0.047
-0.92,0.29,0.51,0.047
-0.14,0.14,-0.06,0.047
0.13,0.27,-0.02,0.047
-0.61,0.6,0.03,0.047
0.04,0.01,0.16,0.047
0.09,0,0.04,0.047
0.07,0.13,-0.11,0.047
0.03,0.36,-0.09,0.047
0.05,0.28,-0.12,0.047
-2.05,0.17,1.08,0.036
-0.73,-0.9,0.33,0.036
1.32,0.6,-0.4,0.036
0.39,0.23,0.04,0.036
1.92,-0.35,-0.69,0.036
0.11,0.64,0,0.036
0.85,0.33,-0.05,0.036
0.2,0.21,0.45,0.036
0.34,0.29,0.64,0.036
0.54,-0.13,-0.13,0.036
0.04,0.43,-0.14,0.036
-0.28,0.45,0.27,0.036
0.22,0.01,0.09,0.036
0.85,-0.2,0.23,0.036
-0.59,0.01,0.02,0.036
1.5,-0.69,-0.16,0.036
0.25,0.19,-0.08,0.036
-0.03,0.33,-0.2,0.036
1,-0.39,-0.28,0.036
-0.65,-0.05,0.22,0.036
0.94,-0.19,0.18,0.036
-0.72,0.53,0.17,0.036
0.66,-0.29,0.13,0.044
-0.46,0.32,0.21,0.044
0.21,0,-0.07,0.044
0.84,-0.66,0.18,0.044
0.43,-0.07,0.44,0.044
1.25,-0.74,0.46,0.044
-0.72,0.35,-0.19,0.044
0.58,-0.43,-0.5,0.044
0.27,-0.11,-0.28,0.044
-1.43,0.46,0.29,0.044
-0.92,0.3,0.03,0.044
-0.79,0.01,-0.06,0.044
1.41,-0.9,0.07,0.044
-0.93,0.41,-0.1,0.044
-0.4,-0.51,0.17,0.044
-1.41,0.3,-0.21,0.044
0.56,-0.42,0.13,0.044
-1.24,0.8,0.26,0.044
-0.03,-0.09,-0.24,0.044
0.97,-0.67,-0.1,0.044
-0.94,0.32,0.02,0.057
-0.08,-1.13,0.2,0.057
-1.59,-0.17,0.42,0.057
-2.42,-0.34,-0.22,0.057
-1.73,-0.02,-0.34,0.057
-0.76,-1.53,0.32,0.057
1.21,-0.45,0.01,0.057
-0.7,0.62,-0.01,0.057
-1.02,0.87,-0.43,0.057
-0.34,-0.23,-0.05,0.057
-3.2,-0.29,0.03,0.057
1.32,-2.14,0.22,0.057
0.36,0.48,0.01,0.057
-1.05,0.94,-0.25,0.057
-0.77,0.1,0.26,0.057
-3.13,-0.42,0.62,0.057
-0.55,-1.43,-0.48,0.057
-0.54,0.35,-0.16,0.057
-1.85,-5.15,0.33,0.057
2.93,1.99,-1.5,0.057
1.46,0.12,-0.16,0.057
0.32,0.84,-0.12,0.059
0.84,0.49,-0.3,0.059
-0.41,0.38,0.12,0.059
-2.07,0,0.53,0.059
0.94,-0.51,-0.1,0.059
1.81,-0.82,0.23,0.059
0.87,0.46,0.23,0.059
-0.11,0.54,0.4,0.059
-1.03,0.17,0.18,0.059
-0.23,-0.09,0.12,0.059
-1.09,0.39,0.59,0.059
-0.55,-0.25,0.21,0.059
-0.41,0.32,0.15,0.059
-0.89,-0.42,0.41,0.059
3.41,-0.82,-1.11,0.059
0.35,0.63,-0.07,0.059
0.81,0.28,-0.42,0.059
0.47,-0.85,-0.23,0.059
0.39,0.08,-0.01,0.059
0.3,0.23,-0.03,0.059
0.29,-0.04,0.19,0.059
-0.66,0.35,0.3,0.038
0.15,0.11,0.19,0.038
0.76,-0.21,0.26,0.038
0.14,0.49,-0.05,0.038
0.87,-0.03,0.61,0.038
-0.71,0.67,0.17,0.038
-1.18,0.89,0.13,0.038
-0.02,0.03,-0.04,0.038
1.19,-0.38,-0.25,0.038
0.65,0.41,-0.26,0.038
0.2,0.44,-0.38,0.038
0.38,0.15,-0.2,0.038
0.24,0.09,-0.12,0.038
-0.08,0.12,-0.01,0.038
0.06,-0.03,0.12,0.038
1.21,-0.34,-0.25,0.038
1.45,-0.43,-0.09,0.038
0.66,-0.28,0.28,0.038
0.61,-0.48,-0.01,0.038
-1.47,0.82,-0.08,0.038
0.7,-0.46,0.02,0.038
-0.25,0.32,0.02,0.029
-0.21,0.22,-0.03,0.029
1.69,-0.7,-0.67,0.029
0.21,0.29,-0.02,0.029
0.4,0.1,-0.19,0.029
0.37,-0.16,0.2,0.029
0.8,-0.37,-0.13,0.029
1.08,-0.48,-0.23,0.029
-0.25,0.19,-0.28,0.029
0.29,0.46,0.05,0.029
0.17,-0.12,0.04,0.029
0.03,0.11,0.17,0.029
0.15,-0.23,0.23,0.029
-1.27,0.83,0.18,0.029
-0.41,0.27,0.21,0.029
0.39,-0.05,-0.12,0.029
0.58,-0.12,-0.09,0.029
1.21,-0.33,-0.08,0.029
-0.36,0.39,0.01,0.029
-0.12,0.33,-0.17,0.029
-1.46,0.62,0.13,0.029
0.55,-0.07,-0.69,0.024
0.66,0.15,-0.48,0.024
1.39,-0.28,-0.53,0.024
0.76,-0.13,-0.2,0.024
-0.3,0.39,0.07,0.024
0.13,0.25,-0.07,0.024
-0.75,0.71,0.13,0.024
0.7,0.05,-0.51,0.024
1.72,-0.21,-0.95,0.024
-0.46,0.62,0.07,0.024
0.21,0.38,-0.1,0.024
1.41,-0.22,-0.86,0.024
0.33,0.34,-0.21,0.024
0.34,-0.04,-0.23,0.024
-0.26,0.08,0.21,0.024
-0.16,0.24,-0.07,0.024
-0.11,0.26,-0.24,0.024
-0.76,0.43,0.06,0.024
0.43,-0.23,-0.39,0.024
0.76,0.07,-0.55,0.024
0.08,0.84,-0.52,0.024
-0.38,0.17,0.11,0.024
-0.18,0.88,-0.31,0.03
-0.36,0.02,0.31,0.03
-0.02,0.47,-0.15,0.03
0.66,0.01,-0.41,0.03
1.45,-0.33,-0.74,0.03
0.29,0.11,-0.12,0.03
0.91,-0.22,-0.24,0.03
-0.74,0.29,0.14,0.03
-0.28,0.51,0.08,0.03
1.51,-0.16,-0.82,0.03
0.4,0.16,-0.24,0.03
-1.79,0.09,1,0.03
-0.61,0.06,0.07,0.03
0.98,-0.12,-0.38,0.03
1.47,0.11,-0.74,0.03
0.6,0.22,-0.36,0.03
-0.5,0.39,-0.18,0.03
-0.12,0.4,-0.33,0.03
-0.93,0.59,0.29,0.03
-1.14,0.14,0.7,0.03
0.26,0.15,-0.01,0.03
0.99,-0.29,-0.03,0.036
1.92,-0.48,-0.4,0.036
-0.38,0.57,0.12,0.036
-0.31,0.68,-0.19,0.036
-1.22,0.7,0.19,0.036
0.54,-0.08,-0.29,0.036
0.67,0.35,-0.2,0.036
0.68,0.49,-0.94,0.036
0.08,0.62,-0.58,0.036
0.09,0.08,-0.39,0.036
0.9,0.04,-0.81,0.036
1.5,-0.27,-1.05,0.036
-0.34,0.16,0.08,0.036
0.57,0.19,-0.43,0.036
0.76,-0.58,-0.72,0.036
-0.68,-0.39,0.27,0.036
0.61,-0.64,-0.44,0.036
-1.17,0.54,0.21,0.036
-2.01,-0.03,0.82,0.036
-2.42,-0.64,1.07,0.036
1.5,-0.07,-0.95,0.036
1.31,-0.35,-1.56,0.041
0.72,-0.05,-0.56,0.041
1.11,0.34,-0.55,0.041
1.71,-0.24,-0.89,0.041
-0.5,0.33,0.04,0.041
0.48,0.23,-0.57,0.041
-0.37,0.54,0.03,0.041
-0.42,0.48,0.39,0.041
1.13,-0.47,-0.43,0.041
0,0.27,-0.07,0.041
1.1,-0.59,-0.54,0.041
-1.2,0.37,0.73,0.041
-0.52,0.14,0.07,0.041
0.6,-0.48,0.05,0.041
-0.63,0.27,0.09,0.041
0.17,0.43,-0.22,0.041
-1.79,0.58,0.87,0.041
0.25,-0.05,0.15,0.041
-1.41,0.56,0.41,0.041
-0.01,-0.12,-0.53,0.041
-0.14,0.24,-0.23,0.041
-1.43,0.44,0.51,0.041
0.97,-0.59,-0.19,0.041
1.1,-0.51,-0.79,0.053
1.69,-0.37,-1.4,0.053
-1.79,0.38,0.26,0.053
0.12,-0.45,-0.1,0.053
0.27,-0.18,-0.4,0.053
1.2,-0.34,-0.21,0.053
2.35,-0.95,-1.12,0.053
1.47,-0.34,-0.87,0.053
0.49,0.12,-0.49,0.053
0.39,-0.46,-0.44,0.053
1.37,-0.62,-0.97,0.053
-0.37,0.66,-0.62,0.053
0.91,-0.38,-0.34,0.053
-0.87,0.69,-0.07,0.053
-0.64,-0.36,0.79,0.053
0.76,-0.05,-0.19,0.053
0.5,0.08,-0.72,0.053
0.27,0.01,0.03,0.053
-2.21,0.91,0.35,0.059
-0.3,-0.37,0.26,0.059
-0.07,0.56,-0.35,0.059
-0.12,0.57,-0.19,0.059
-1.91,0.59,0.89,0.059
-2.71,-0.8,1.68,0.059
-0.21,-0.65,0.22,0.059
-1.6,0.3,0.82,0.059
-1.16,-1.52,0.49,0.059
1.38,-0.01,-1.05,0.059
0.11,0.25,-0.46,0.059
0.71,-0.75,-0.47,0.059
1.52,-0.86,-0.34,0.059
0.41,0.22,1.26,0.059
0.58,0.17,0.59,0.059
1.28,-0.34,-0.01,0.059
-0.31,0.55,0.16,0.059
0.35,0,0.19,0.059
0.46,-0.05,-0.26,0.059
-1.06,0.4,-0.24,0.059
0.16,-0.05,-0.43,0.059
0.35,0.61,-0.32,0.059
0.56,0.22,0.62,0.049
0.95,-0.24,0.93,0.049
0.05,0.19,0.85,0.049
-2.65,-1.28,1.78,0.049
-1.37,0.7,0.62,0.049
0.37,0.66,-0.35,0.049
0.02,0.38,0.45,0.049
-0.33,0.16,0.05,0.049
0.27,0.22,-0.35,0.049
0.5,0.01,-0.46,0.049
0.49,-0.05,-0.09,0.049
-0.25,0.3,0.17,0.049
-1.89,0.64,0.55,0.049
-0.36,-0.01,0.33,0.049
-0.83,0.43,0.08,0.049
-0.05,0.23,-0.19,0.049
-0.51,-0.17,0.34,0.049
1.01,-0.45,-0.3,0.049
-0.46,0.42,0.34,0.049
-0.08,0.3,0.43,0.049
-0.48,0.35,0.95,0.049
-2.25,-0.18,1.78,0.056
1.08,-0.93,-0.49,0.056
0.21,0.48,-0.17,0.056
0.94,0.1,-0.25,0.056
0.77,0.15,-0.44,0.056
-0.99,0.68,0.54,0.056
-0.14,0.04,0.12,0.056
-0.74,0.42,0.54,0.056
-0.66,0.03,0.55,0.056
-0.31,0.07,-0.09,0.056
0.43,-0.58,-0.05,0.056
0.45,-0.26,-0.48,0.056
-1.47,0.35,0.53,0.056
-0.19,-0.2,0.5,0.056
0.53,-0.33,-0.12,0.056
0.17,0.19,-0.12,0.056
0.7,-0.75,-0.22,0.056
1.17,0.13,-0.7,0.056
0.95,0.13,-0.49,0.056
0.6,0.06,-0.43,0.055
-0.92,0.74,0.54,0.055
0.14,-0.01,0.3,0.055
-0.51,0.64,0.19,0.055
-0.09,0.43,0.17,0.055
0.72,-0.29,-0.52,0.055
-0.46,-0.06,0.59,0.055
-0.32,0.04,0.35,0.055
2.23,-0.98,-0.68,0.055
0.03,0.24,0.49,0.055
1.01,-0.28,-0.07,0.055
-0.45,0.32,0.71,0.055
0.23,0.22,0.29,0.055
-0.5,0.89,0.6,0.055
0.63,0.42,-0.28,0.055
1.02,-0.37,-0.99,0.055
-0.6,0.48,-0.3,0.055
1.54,-0.59,-0.46,0.055
-0.45,0.52,0.1,0.055
-1.01,0.68,0.08,0.055
-0.3,0.22,-0.07,0.055
1.05,-0.18,-0.1,0.055
0.49,0.18,0,0.051
-0.08,0.4,0.2,0.051
-0.48,0.64,0.25,0.051
-1.11,0.34,0.15,0.051
-0.04,0.33,0.24,0.051
0.32,0.02,0.22,0.051
0.37,0.22,0.45,0.051
0.03,0.56,-0.14,0.051
-1.05,0.47,0.33,0.051
-0.56,0.05,0.73,0.051
1.01,-0.12,-0.39,0.051
0.44,0.43,-0.43,0.051
0.54,0.03,-0.33,0.051
-0.95,0.57,0.38,0.051
-0.08,0.17,0.38,0.051
-0.03,0.59,-0.02,0.051
0.72,-0.18,-0.15,0.051
0.2,-0.24,0.06,0.051
-0.95,-0.28,0.63,0.051
-0.94,0.14,0.2,0.051
0.01,0.22,-0.42,0.051
-0.17,0.03,-0.29,0.057
-1.53,-0.35,0.44,0.057
-0.41,-0.37,-0.35,0.057
0.4,-0.05,-0.4,0.057
0.7,-0.24,-0.35,0.057
0.08,0.36,0.08,0.057
-1.42,0.32,0.73,0.057
0.65,-0.65,0.16,0.057
-0.04,0.59,-0.16,0.057
0.56,0,0.2,0.057
0.61,-0.17,0.25,0.057
0.16,0.05,-0.33,0.057
-0.32,0.06,-0.02,0.057
0.1,0.46,-0.39,0.057
-0.11,0.33,0.11,0.057
-0.01,0.39,-0.11,0.057
0.88,-0.5,-0.38,0.057
0.65,0.22,-0.23,0.057
-0.17,0.82,0.29,0.057
-0.46,0.59,0.34,0.057
-0.23,0.45,0.36,0.061
-1.45,0.19,0.89,0.061
-0.03,-0.04,0.14,0.061
0.15,0.03,-0.08,0.061
0.85,-0.6,-0.28,0.061
-0.03,-0.16,0.46,0.061
-0.34,-0.11,0.32,0.061
0.25,-0.17,0.42,0.061
1.01,-0.01,0.08,0.061
-0.04,0.38,0.47,0.061
0.06,-0.04,1.1,0.061
-1.16,0.05,1.36,0.061
0.68,-0.69,-0.23,0.061
-1.21,0.54,0.26,0.061
0.38,-0.21,-0.35,0.061
-0.21,-0.1,0.26,0.061
0.93,-0.71,-0.16,0.061
-0.55,0.53,0.18,0.061
0.1,-0.06,-0.09,0.061
-0.23,0.24,-0.24,0.061
-0.68,-0.12,0.36,0.061
-0.65,-0.2,0.03,0.061
-0.98,0.33,0.01,0.056
-0.95,0.03,0.56,0.056
-1.12,-0.48,0.84,0.056
0.32,-0.79,-0.12,0.056
0.09,-0.12,-0.04,0.056
0.66,-0.17,-0.62,0.056
0.1,0.22,-0.11,0.056
0.12,-0.19,0.29,0.056
-0.12,-0.35,-0.32,0.056
0.38,0.12,-0.22,0.056
